ZONE,COUNTY,MODE,TRIPS
873,Hillsborough County,WALK,2308
874,Hillsborough County,AUTO,4498
874,Hillsborough County,BIKE,229
874,Hillsborough County,OTHER,2668
874,Hillsborough County,WALK,597
875,Hillsborough County,AUTO,5926
875,Hillsborough County,OTHER,396
875,Hillsborough County,WALK,431
876,Hillsborough County,AUTO,892
876,Hillsborough County,OTHER,116
876,Hillsborough County,SCHOOL BUS,160
877,Hillsborough County,AUTO,564
877,Hillsborough County,WALK,2917
878,Hillsborough County,AUTO,626
879,Hillsborough County,AUTO,268
880,Hillsborough County,AUTO,316
881,Hillsborough County,AUTO,3743
881,Hillsborough County,OTHER,150
882,Hillsborough County,AUTO,475
883,Hillsborough County,AUTO,1932
883,Hillsborough County,SCHOOL BUS,160
884,Hillsborough County,AUTO,70
884,Hillsborough County,WALK,70
1001,Pinellas County,AUTO,1573
1001,Pinellas County,SCHOOL BUS,153
1003,Pinellas County,AUTO,1419
1004,Pinellas County,AUTO,801
1006,Pinellas County,AUTO,19517
1006,Pinellas County,WALK,1
1007,Pinellas County,AUTO,3779
1007,Pinellas County,WALK,294
1008,Pinellas County,AUTO,279
1009,Pinellas County,AUTO,8598
1009,Pinellas County,BIKE,304
1010,Pinellas County,AUTO,5095
1010,Pinellas County,OTHER,2887
1011,Pinellas County,AUTO,2621
1013,Pinellas County,AUTO,116
1014,Pinellas County,AUTO,7040
1014,Pinellas County,BIKE,82
1014,Pinellas County,SCHOOL BUS,153
1014,Pinellas County,WALK,247
1015,Pinellas County,AUTO,816
1016,Pinellas County,AUTO,1219
1017,Pinellas County,AUTO,358
1018,Pinellas County,AUTO,5619
1018,Pinellas County,WALK,127
1019,Pinellas County,AUTO,5320
1019,Pinellas County,WALK,217
1020,Pinellas County,AUTO,977
1021,Pinellas County,AUTO,3670
1021,Pinellas County,WALK,534
1022,Pinellas County,AUTO,381
1022,Pinellas County,TRANSIT,56
1023,Pinellas County,AUTO,3513
1024,Pinellas County,AUTO,7211
1025,Pinellas County,AUTO,3320
1025,Pinellas County,BIKE,119
1025,Pinellas County,WALK,453
1026,Pinellas County,AUTO,1345
1026,Pinellas County,WALK,2043
1027,Pinellas County,AUTO,700
1028,Pinellas County,AUTO,2347
1029,Pinellas County,AUTO,590
1030,Pinellas County,AUTO,1030
1030,Pinellas County,SCHOOL BUS,247
1030,Pinellas County,WALK,82
1031,Pinellas County,AUTO,8260
1031,Pinellas County,WALK,10
1032,Pinellas County,AUTO,197
1033,Pinellas County,AUTO,2474
1033,Pinellas County,TAXI NOT TNC,105
1033,Pinellas County,WALK,761
1034,Pinellas County,AUTO,5878
1034,Pinellas County,BIKE,304
1034,Pinellas County,WALK,197
1035,Pinellas County,AUTO,38403
1035,Pinellas County,SCHOOL BUS,175
1035,Pinellas County,WALK,2637
1036,Pinellas County,AUTO,6103
1036,Pinellas County,BIKE,199
1036,Pinellas County,WALK,1002
1037,Pinellas County,AUTO,8028
1038,Pinellas County,AUTO,62
1039,Pinellas County,AUTO,7319
1039,Pinellas County,WALK,657
1040,Pinellas County,AUTO,2164
1041,Pinellas County,AUTO,10216
1041,Pinellas County,WALK,103
1042,Pinellas County,AUTO,10438
1042,Pinellas County,WALK,33
1043,Pinellas County,AUTO,3733
1044,Pinellas County,AUTO,120
1045,Pinellas County,AUTO,3228
1046,Pinellas County,AUTO,8034
1046,Pinellas County,WALK,5467
1047,Pinellas County,AUTO,248
1047,Pinellas County,WALK,100
1048,Pinellas County,BIKE,40
1049,Pinellas County,AUTO,4509
1049,Pinellas County,WALK,3361
1050,Pinellas County,AUTO,777
1051,Pinellas County,AUTO,16959
1051,Pinellas County,WALK,229
1052,Pinellas County,AUTO,904
1052,Pinellas County,BIKE,109
1052,Pinellas County,WALK,229
1053,Pinellas County,AUTO,14920
1053,Pinellas County,SCHOOL BUS,306
1054,Pinellas County,AUTO,4718
1055,Pinellas County,AUTO,5243
1056,Pinellas County,AUTO,9863
1056,Pinellas County,OTHER,1913
1057,Pinellas County,AUTO,8580
1057,Pinellas County,OTHER,1913
1057,Pinellas County,SHUTTLE VANPOOL,85
1058,Pinellas County,AUTO,6770
1058,Pinellas County,BIKE,1200
1058,Pinellas County,WALK,801
1059,Pinellas County,AUTO,2935
1060,Pinellas County,AUTO,9292
1060,Pinellas County,SCHOOL BUS,2
1060,Pinellas County,WALK,99
1061,Pinellas County,AUTO,7699
1062,Pinellas County,AUTO,1039
1062,Pinellas County,OTHER,98
1062,Pinellas County,WALK,626
1063,Pinellas County,AUTO,4680
1064,Pinellas County,AUTO,3199
1065,Pinellas County,AUTO,7334
1065,Pinellas County,TRANSIT,1012
1065,Pinellas County,WALK,2280
1066,Pinellas County,AUTO,1271
1066,Pinellas County,WALK,1649
1067,Pinellas County,AUTO,347
1068,Pinellas County,AUTO,2119
1069,Pinellas County,AUTO,2585
1069,Pinellas County,WALK,239
1070,Pinellas County,AUTO,17145
1071,Pinellas County,AUTO,11834
1072,Pinellas County,AUTO,7676
1072,Pinellas County,WALK,3145
1073,Pinellas County,AUTO,6809
1074,Pinellas County,AUTO,3523
1075,Pinellas County,AUTO,21082
1076,Pinellas County,AUTO,2537
1076,Pinellas County,TRANSIT,607
1076,Pinellas County,WALK,4944
1077,Pinellas County,AUTO,643
1078,Pinellas County,AUTO,1293
1078,Pinellas County,WALK,1284
1079,Pinellas County,AUTO,4612
1080,Pinellas County,AUTO,11129
1080,Pinellas County,BIKE,145
1080,Pinellas County,WALK,3648
1081,Pinellas County,AUTO,6937
1081,Pinellas County,OTHER,153
1082,Pinellas County,AUTO,1441
1082,Pinellas County,BIKE,88
1083,Pinellas County,AUTO,46
1084,Pinellas County,AUTO,694
1085,Pinellas County,AUTO,23884
1085,Pinellas County,OTHER,25385
1085,Pinellas County,WALK,4824
1086,Pinellas County,AUTO,793
1087,Pinellas County,AUTO,11734
1087,Pinellas County,BIKE,159
1087,Pinellas County,WALK,4586
1088,Pinellas County,AUTO,12949
1088,Pinellas County,WALK,4100
1089,Pinellas County,AUTO,10323
1089,Pinellas County,BIKE,79
1090,Pinellas County,AUTO,6352
1091,Pinellas County,AUTO,21142
1091,Pinellas County,WALK,788
1092,Pinellas County,AUTO,9715
1093,Pinellas County,AUTO,3761
1093,Pinellas County,BIKE,164
1093,Pinellas County,TRANSIT,56
1093,Pinellas County,WALK,570
1094,Pinellas County,AUTO,247
1094,Pinellas County,TRANSIT,24
1095,Pinellas County,AUTO,26571
1095,Pinellas County,WALK,776
1096,Pinellas County,TRANSIT,125
1097,Pinellas County,AUTO,4843
1097,Pinellas County,WALK,670
1098,Pinellas County,AUTO,6419
1098,Pinellas County,WALK,230
1099,Pinellas County,AUTO,34716
1099,Pinellas County,TRANSIT,107
1099,Pinellas County,WALK,404
1100,Pinellas County,AUTO,1216
1100,Pinellas County,LONG DIST PASS,713
1100,Pinellas County,WALK,589
1101,Pinellas County,AUTO,4255
1101,Pinellas County,WALK,397
1102,Pinellas County,AUTO,7056
1102,Pinellas County,SCHOOL BUS,165
1103,Pinellas County,AUTO,1956
1103,Pinellas County,TNC,238
1104,Pinellas County,AUTO,458
1104,Pinellas County,WALK,358
1105,Pinellas County,AUTO,8324
1105,Pinellas County,WALK,2714
1106,Pinellas County,AUTO,8077
1106,Pinellas County,WALK,399
1107,Pinellas County,AUTO,6830
1107,Pinellas County,WALK,300
1108,Pinellas County,AUTO,340
1108,Pinellas County,BIKE,51
1109,Pinellas County,AUTO,4946
1109,Pinellas County,WALK,2
1110,Pinellas County,AUTO,2363
1110,Pinellas County,WALK,1393
1111,Pinellas County,AUTO,24215
1111,Pinellas County,WALK,2259
1112,Pinellas County,AUTO,942
1113,Pinellas County,AUTO,16637
1113,Pinellas County,WALK,18
1114,Pinellas County,AUTO,4127
1115,Pinellas County,AUTO,12505
1115,Pinellas County,SCHOOL BUS,204
1116,Pinellas County,AUTO,20698
1116,Pinellas County,WALK,1411
1117,Pinellas County,AUTO,3363
1117,Pinellas County,WALK,907
1118,Pinellas County,AUTO,501
1119,Pinellas County,AUTO,6343
1120,Pinellas County,AUTO,4508
1120,Pinellas County,BIKE,3290
1121,Pinellas County,AUTO,653
1122,Pinellas County,AUTO,4626
1122,Pinellas County,WALK,211
1123,Pinellas County,AUTO,5535
1123,Pinellas County,BIKE,587
1123,Pinellas County,SCHOOL BUS,3482
1123,Pinellas County,TRANSIT,1846
1124,Pinellas County,AUTO,1048
1124,Pinellas County,WALK,422
1125,Pinellas County,AUTO,10340
1125,Pinellas County,BIKE,103
1125,Pinellas County,WALK,18710
1126,Pinellas County,AUTO,5858
1126,Pinellas County,BIKE,2259
1126,Pinellas County,WALK,125
1127,Pinellas County,AUTO,3454
1128,Pinellas County,AUTO,459
1128,Pinellas County,BIKE,2229
1129,Pinellas County,AUTO,7536
1129,Pinellas County,BIKE,1173
1129,Pinellas County,WALK,86
1130,Pinellas County,AUTO,1638
1131,Pinellas County,AUTO,1063
1131,Pinellas County,BIKE,26
1131,Pinellas County,TRANSIT,39
1132,Pinellas County,AUTO,3986
1132,Pinellas County,WALK,2453
1133,Pinellas County,AUTO,1691
1133,Pinellas County,OTHER,40
1134,Pinellas County,AUTO,1310
1135,Pinellas County,AUTO,8378
1135,Pinellas County,WALK,3826
1136,Pinellas County,AUTO,2772
1136,Pinellas County,OTHER,40
1137,Pinellas County,AUTO,3250
1137,Pinellas County,BIKE,41
1137,Pinellas County,WALK,5502
1138,Pinellas County,AUTO,980
1138,Pinellas County,WALK,411
1139,Pinellas County,AUTO,9816
1139,Pinellas County,BIKE,125
1140,Pinellas County,AUTO,15348
1141,Pinellas County,AUTO,8783
1141,Pinellas County,SCHOOL BUS,1238
1141,Pinellas County,WALK,116
1142,Pinellas County,AUTO,3306
1143,Pinellas County,AUTO,6503
1143,Pinellas County,WALK,41
1144,Pinellas County,AUTO,21591
1144,Pinellas County,BIKE,123
1144,Pinellas County,OTHER,238
1144,Pinellas County,WALK,1594
1145,Pinellas County,AUTO,1301
1146,Pinellas County,AUTO,33180
1146,Pinellas County,WALK,12769
1147,Pinellas County,AUTO,16642
1147,Pinellas County,WALK,4395
1148,Pinellas County,AUTO,4739
1149,Pinellas County,AUTO,8730
1149,Pinellas County,WALK,7893
1150,Pinellas County,AUTO,1323
1150,Pinellas County,BIKE,99
1150,Pinellas County,WALK,412
1151,Pinellas County,AUTO,622
1152,Pinellas County,AUTO,19575
1152,Pinellas County,WALK,414
1153,Pinellas County,AUTO,5220
1154,Pinellas County,AUTO,4922
1155,Pinellas County,AUTO,3601
1156,Pinellas County,AUTO,5877
1156,Pinellas County,WALK,2273
1157,Pinellas County,AUTO,8540
1157,Pinellas County,BIKE,213
1157,Pinellas County,WALK,15089
1158,Pinellas County,AUTO,9771
1159,Pinellas County,AUTO,7678
1160,Pinellas County,WALK,2257
1161,Pinellas County,AUTO,633
1161,Pinellas County,TNC,57
1161,Pinellas County,WALK,172
1162,Pinellas County,AUTO,4399
1162,Pinellas County,BIKE,99
1162,Pinellas County,TRANSIT,56
1162,Pinellas County,WALK,791
1163,Pinellas County,AUTO,7035
1163,Pinellas County,WALK,84
1164,Pinellas County,AUTO,7291
1166,Pinellas County,AUTO,1139
1167,Pinellas County,AUTO,2035
1167,Pinellas County,TRANSIT,107
1168,Pinellas County,AUTO,20554
1168,Pinellas County,TNC,141
1168,Pinellas County,WALK,4796
1169,Pinellas County,AUTO,13250
1170,Pinellas County,AUTO,2998
1171,Pinellas County,AUTO,10685
1172,Pinellas County,AUTO,6888
1173,Pinellas County,AUTO,9990
1173,Pinellas County,WALK,1492
1174,Pinellas County,AUTO,3050
1175,Pinellas County,AUTO,1580
1175,Pinellas County,SCHOOL BUS,247
1176,Pinellas County,AUTO,4489
1176,Pinellas County,TRANSIT,3290
1176,Pinellas County,WALK,74
1177,Pinellas County,AUTO,1343
1177,Pinellas County,WALK,163
1178,Pinellas County,AUTO,542
1179,Pinellas County,AUTO,4584
1179,Pinellas County,TAXI NOT TNC,107
1180,Pinellas County,AUTO,1817
1181,Pinellas County,AUTO,51
1182,Pinellas County,AUTO,21641
1182,Pinellas County,TRANSIT,24
1183,Pinellas County,AUTO,395
1183,Pinellas County,WALK,202
1184,Pinellas County,AUTO,3159
1184,Pinellas County,BIKE,6118
1184,Pinellas County,TRANSIT,184
1185,Pinellas County,AUTO,3107
1186,Pinellas County,AUTO,44198
1186,Pinellas County,BIKE,8658
1186,Pinellas County,SCHOOL BUS,3482
1186,Pinellas County,WALK,3648
1187,Pinellas County,AUTO,2451
1188,Pinellas County,AUTO,5259
1188,Pinellas County,WALK,1757
1189,Pinellas County,AUTO,19784
1189,Pinellas County,BIKE,125
1189,Pinellas County,TNC,813
1190,Pinellas County,AUTO,17290
1191,Pinellas County,AUTO,6116
1191,Pinellas County,BIKE,102
1191,Pinellas County,WALK,600
1192,Pinellas County,AUTO,18080
1192,Pinellas County,TNC,813
1192,Pinellas County,WALK,903
1193,Pinellas County,AUTO,6565
1193,Pinellas County,BIKE,105
1193,Pinellas County,WALK,152
1194,Pinellas County,AUTO,2105
1194,Pinellas County,TRANSIT,538
1194,Pinellas County,WALK,387
1195,Pinellas County,AUTO,2491
1195,Pinellas County,BIKE,43
1195,Pinellas County,WALK,1644
1196,Pinellas County,AUTO,2133
1196,Pinellas County,WALK,3805
1197,Pinellas County,AUTO,15732
1197,Pinellas County,TRANSIT,861
1197,Pinellas County,WALK,3027
1199,Pinellas County,AUTO,298
1200,Pinellas County,AUTO,151
1201,Pinellas County,AUTO,209
1203,Pinellas County,AUTO,598
1203,Pinellas County,WALK,303
1204,Pinellas County,AUTO,51
1205,Pinellas County,AUTO,115
1205,Pinellas County,TAXI NOT TNC,181
1205,Pinellas County,TNC,975
1206,Pinellas County,AUTO,10642
1206,Pinellas County,WALK,101
1207,Pinellas County,AUTO,898
1208,Pinellas County,AUTO,5520
1208,Pinellas County,WALK,118
1209,Pinellas County,AUTO,2928
1210,Pinellas County,AUTO,1051
1211,Pinellas County,AUTO,2563
1211,Pinellas County,TRANSIT,39
1212,Pinellas County,AUTO,4287
1213,Pinellas County,AUTO,10111
1214,Pinellas County,AUTO,7567
1214,Pinellas County,WALK,1762
1215,Pinellas County,AUTO,5081
1215,Pinellas County,OTHER,313
1216,Pinellas County,AUTO,4482
1216,Pinellas County,TRANSIT,1380
1216,Pinellas County,WALK,483
1217,Pinellas County,AUTO,8424
1217,Pinellas County,CAR SHARE,27
1217,Pinellas County,TRANSIT,758
1217,Pinellas County,WALK,42
1218,Pinellas County,AUTO,628
1219,Pinellas County,AUTO,367
1220,Pinellas County,AUTO,102
1220,Pinellas County,WALK,238
1221,Pinellas County,AUTO,5712
1221,Pinellas County,TRANSIT,733
1222,Pinellas County,AUTO,106
1223,Pinellas County,AUTO,3597
1224,Pinellas County,AUTO,771
1225,Pinellas County,AUTO,15667
1225,Pinellas County,OTHER,116
1226,Pinellas County,AUTO,2671
1226,Pinellas County,BIKE,102
1227,Pinellas County,AUTO,7031
1227,Pinellas County,BIKE,107
1228,Pinellas County,AUTO,18105
1228,Pinellas County,BIKE,250
1228,Pinellas County,TAXI NOT TNC,181
1228,Pinellas County,WALK,521
1229,Pinellas County,AUTO,4320
1230,Pinellas County,AUTO,201
1231,Pinellas County,AUTO,108
1231,Pinellas County,TRANSIT,238
1231,Pinellas County,WALK,238
1232,Pinellas County,AUTO,8783
1232,Pinellas County,TRANSIT,733
1232,Pinellas County,WALK,733
1233,Pinellas County,AUTO,3
1233,Pinellas County,TNC,975
1233,Pinellas County,TRANSIT,861
1233,Pinellas County,WALK,3436
1234,Pinellas County,AUTO,3125
1234,Pinellas County,WALK,206
1235,Pinellas County,AUTO,4815
1236,Pinellas County,AUTO,1987
1236,Pinellas County,WALK,2803
1237,Pinellas County,AUTO,5572
1238,Pinellas County,AUTO,2935
1239,Pinellas County,AUTO,1554
1239,Pinellas County,OTHER,211
1239,Pinellas County,WALK,886
1240,Pinellas County,AUTO,607
1240,Pinellas County,BIKE,6393
1240,Pinellas County,WALK,198
1242,Pinellas County,AUTO,3282
1243,Pinellas County,AUTO,2571
1244,Pinellas County,AUTO,4968
1245,Pinellas County,AUTO,18361
1245,Pinellas County,WALK,197
1246,Pinellas County,AUTO,3388
1247,Pinellas County,AUTO,3045
1248,Pinellas County,AUTO,487
1249,Pinellas County,AUTO,751
1250,Pinellas County,AUTO,1149
1250,Pinellas County,TNC,57
1250,Pinellas County,WALK,227
1251,Pinellas County,AUTO,61
1252,Pinellas County,AUTO,471
1252,Pinellas County,WALK,1260
1253,Pinellas County,AUTO,2245
1254,Pinellas County,AUTO,4127
1255,Pinellas County,AUTO,1754
1256,Pinellas County,AUTO,1606
1256,Pinellas County,SHUTTLE VANPOOL,116
1257,Pinellas County,AUTO,285
1258,Pinellas County,BIKE,190
1259,Pinellas County,AUTO,2709
1259,Pinellas County,WALK,197
1260,Pinellas County,AUTO,1844
1260,Pinellas County,WALK,849
1261,Pinellas County,AUTO,1028
1261,Pinellas County,WALK,253
1262,Pinellas County,AUTO,197
1263,Pinellas County,AUTO,11590
1263,Pinellas County,WALK,164
1264,Pinellas County,AUTO,1444
1265,Pinellas County,AUTO,188
1265,Pinellas County,WALK,115
1266,Pinellas County,AUTO,1341
1267,Pinellas County,AUTO,468
1267,Pinellas County,BIKE,18
1267,Pinellas County,WALK,115
1268,Pinellas County,AUTO,1939
1268,Pinellas County,WALK,176
1269,Pinellas County,AUTO,235
1272,Pinellas County,AUTO,1225
1272,Pinellas County,BIKE,107
1272,Pinellas County,TAXI NOT TNC,107
1272,Pinellas County,TRANSIT,107
1273,Pinellas County,AUTO,3008
1273,Pinellas County,BIKE,207
1273,Pinellas County,TRANSIT,861
1274,Pinellas County,AUTO,7118
1274,Pinellas County,BIKE,207
1274,Pinellas County,OTHER,443
1274,Pinellas County,TRANSIT,886
1275,Pinellas County,AUTO,2462
1276,Pinellas County,AUTO,2996
1277,Pinellas County,AUTO,12170
1278,Pinellas County,AUTO,530
1278,Pinellas County,BIKE,372
1278,Pinellas County,WALK,23
1279,Pinellas County,AUTO,203
1280,Pinellas County,AUTO,68
1281,Pinellas County,AUTO,516
1282,Pinellas County,AUTO,4294
1282,Pinellas County,WALK,1839
1283,Pinellas County,AUTO,8425
1284,Pinellas County,AUTO,5892
1285,Pinellas County,AUTO,41
1286,Pinellas County,AUTO,316
1286,Pinellas County,WALK,100
1287,Pinellas County,AUTO,1241
1288,Pinellas County,AUTO,1870
1289,Pinellas County,AUTO,8374
1289,Pinellas County,BIKE,1169
1289,Pinellas County,TNC,415
1289,Pinellas County,WALK,3031
1290,Pinellas County,AUTO,19960
1290,Pinellas County,TRANSIT,430
1290,Pinellas County,WALK,415
1291,Pinellas County,AUTO,404
1292,Pinellas County,AUTO,11719
1292,Pinellas County,WALK,2828
1293,Pinellas County,AUTO,9330
1293,Pinellas County,BIKE,273
1293,Pinellas County,WALK,16116
1295,Pinellas County,AUTO,3328
1295,Pinellas County,WALK,426
1296,Pinellas County,AUTO,5587
1297,Pinellas County,AUTO,6468
1297,Pinellas County,TRANSIT,521
1298,Pinellas County,AUTO,5171
1299,Pinellas County,AUTO,696
1300,Pinellas County,AUTO,11203
1300,Pinellas County,OTHER,3275
1300,Pinellas County,TRANSIT,294
1300,Pinellas County,WALK,116
1301,Pinellas County,AUTO,2191
1301,Pinellas County,BIKE,190
1301,Pinellas County,OTHER,190
1301,Pinellas County,TRANSIT,430
1301,Pinellas County,WALK,541
1302,Pinellas County,AUTO,7825
1302,Pinellas County,BIKE,1999
1302,Pinellas County,WALK,1063
1303,Pinellas County,AUTO,4992
1303,Pinellas County,TRANSIT,152
1303,Pinellas County,WALK,204
1304,Pinellas County,AUTO,10064
1304,Pinellas County,SCHOOL BUS,26
1304,Pinellas County,TRANSIT,98
1304,Pinellas County,WALK,6017
1305,Pinellas County,AUTO,57
1306,Pinellas County,AUTO,1014
1306,Pinellas County,BIKE,124
1306,Pinellas County,WALK,198
1307,Pinellas County,AUTO,5044
1307,Pinellas County,WALK,216
1308,Pinellas County,AUTO,2268
1309,Pinellas County,AUTO,8632
1309,Pinellas County,OTHER,634
1310,Pinellas County,AUTO,386
1310,Pinellas County,TRANSIT,521
1311,Pinellas County,AUTO,18678
1313,Pinellas County,AUTO,81
1313,Pinellas County,WALK,122
1314,Pinellas County,AUTO,15453
1314,Pinellas County,BIKE,1938
1315,Pinellas County,AUTO,1132
1315,Pinellas County,TNC,100
1316,Pinellas County,AUTO,11103
1318,Pinellas County,AUTO,3919
1318,Pinellas County,WALK,23
1319,Pinellas County,AUTO,10998
1320,Pinellas County,AUTO,368
1320,Pinellas County,BIKE,124
1321,Pinellas County,AUTO,236
1322,Pinellas County,AUTO,800
1324,Pinellas County,AUTO,4288
1325,Pinellas County,AUTO,6747
1326,Pinellas County,AUTO,14160
1327,Pinellas County,AUTO,10718
1328,Pinellas County,AUTO,7026
1328,Pinellas County,BIKE,124
1328,Pinellas County,TRANSIT,107
1328,Pinellas County,WALK,124
1329,Pinellas County,AUTO,1140
1331,Pinellas County,AUTO,150
1332,Pinellas County,AUTO,583
1333,Pinellas County,AUTO,1981
1333,Pinellas County,TRANSIT,521
1334,Pinellas County,AUTO,1588
1335,Pinellas County,AUTO,7398
1335,Pinellas County,OTHER,953
1335,Pinellas County,TRANSIT,23
1336,Pinellas County,AUTO,3771
1336,Pinellas County,WALK,6066
1337,Pinellas County,AUTO,2944
1338,Pinellas County,AUTO,3814
1339,Pinellas County,AUTO,450
1340,Pinellas County,AUTO,151
1340,Pinellas County,WALK,267
1341,Pinellas County,AUTO,115
1342,Pinellas County,AUTO,5028
1343,Pinellas County,AUTO,1060
1344,Pinellas County,AUTO,18473
1344,Pinellas County,OTHER,190
1344,Pinellas County,TNC,1261
1344,Pinellas County,TRANSIT,1046
1344,Pinellas County,WALK,2821
1345,Pinellas County,AUTO,448
1346,Pinellas County,AUTO,1126
1347,Pinellas County,AUTO,5450
1348,Pinellas County,AUTO,3266
1348,Pinellas County,BIKE,140
1348,Pinellas County,TRANSIT,41
1349,Pinellas County,AUTO,173
1350,Pinellas County,AUTO,1569
1351,Pinellas County,AUTO,4586
1352,Pinellas County,AUTO,8597
1352,Pinellas County,OTHER,784
1352,Pinellas County,WALK,98
1353,Pinellas County,AUTO,4672
1353,Pinellas County,TRANSIT,664
1354,Pinellas County,AUTO,1795
1354,Pinellas County,WALK,1871
1355,Pinellas County,AUTO,584
1356,Pinellas County,AUTO,24284
1357,Pinellas County,AUTO,16611
1358,Pinellas County,AUTO,32
1359,Pinellas County,AUTO,4599
1359,Pinellas County,WALK,197
1360,Pinellas County,TAXI NOT TNC,33
1360,Pinellas County,TRANSIT,150
1361,Pinellas County,AUTO,886
1361,Pinellas County,BIKE,72
1362,Pinellas County,AUTO,148
1363,Pinellas County,AUTO,4756
1363,Pinellas County,BIKE,72
1364,Pinellas County,AUTO,5856
1364,Pinellas County,WALK,102
1365,Pinellas County,AUTO,2426
1365,Pinellas County,WALK,27
1366,Pinellas County,AUTO,2173
1366,Pinellas County,TNC,139
1367,Pinellas County,AUTO,1331
1368,Pinellas County,AUTO,1166
1369,Pinellas County,AUTO,2092
1369,Pinellas County,SHUTTLE VANPOOL,138
1370,Pinellas County,AUTO,1283
1370,Pinellas County,LONG DIST PASS,4662
1370,Pinellas County,WALK,40
1371,Pinellas County,AUTO,2368
1372,Pinellas County,AUTO,5599
1372,Pinellas County,WALK,463
1373,Pinellas County,AUTO,3876
1374,Pinellas County,AUTO,2291
1375,Pinellas County,AUTO,12033
1375,Pinellas County,WALK,1859
1376,Pinellas County,AUTO,3069
1376,Pinellas County,TRANSIT,443
1376,Pinellas County,WALK,1782
1377,Pinellas County,AUTO,20795
1378,Pinellas County,AUTO,5238
1378,Pinellas County,BIKE,67
1379,Pinellas County,AUTO,694
1380,Pinellas County,AUTO,509
1381,Pinellas County,AUTO,567
1382,Pinellas County,AUTO,3212
1383,Pinellas County,AUTO,1830
1384,Pinellas County,AUTO,1710
1384,Pinellas County,TRANSIT,43
1385,Pinellas County,AUTO,1886
1386,Pinellas County,AUTO,6253
1386,Pinellas County,WALK,561
1387,Pinellas County,AUTO,1640
1387,Pinellas County,WALK,600
1388,Pinellas County,AUTO,282
1389,Pinellas County,AUTO,8785
1389,Pinellas County,TRANSIT,1125
1389,Pinellas County,WALK,1199
1390,Pinellas County,AUTO,44
1391,Pinellas County,AUTO,1225
1391,Pinellas County,WALK,102
1392,Pinellas County,AUTO,13428
1393,Pinellas County,AUTO,388
1394,Pinellas County,AUTO,2241
1394,Pinellas County,WALK,98
1395,Pinellas County,AUTO,11180
1396,Pinellas County,AUTO,627
1397,Pinellas County,AUTO,2286
1397,Pinellas County,WALK,2322
1398,Pinellas County,AUTO,4379
1399,Pinellas County,AUTO,2151
1400,Pinellas County,AUTO,4309
1400,Pinellas County,SCHOOL BUS,1111
1401,Pinellas County,AUTO,1427
1401,Pinellas County,WALK,120
1402,Pinellas County,AUTO,870
1402,Pinellas County,TNC,82
1402,Pinellas County,WALK,37
1403,Pinellas County,AUTO,197
1403,Pinellas County,WALK,359
1404,Pinellas County,AUTO,286
1405,Pinellas County,AUTO,4
1406,Pinellas County,AUTO,7773
1406,Pinellas County,BIKE,43
1406,Pinellas County,WALK,102
1407,Pinellas County,AUTO,2094
1408,Pinellas County,AUTO,2808
1408,Pinellas County,WALK,98
1409,Pinellas County,AUTO,5119
1409,Pinellas County,WALK,98
1410,Pinellas County,AUTO,4481
1410,Pinellas County,WALK,765
1411,Pinellas County,AUTO,3201
1411,Pinellas County,SCHOOL BUS,965
1411,Pinellas County,TRANSIT,1687
1411,Pinellas County,WALK,2535
1412,Pinellas County,AUTO,8652
1412,Pinellas County,TRANSIT,562
1412,Pinellas County,WALK,1125
1413,Pinellas County,AUTO,10646
1415,Pinellas County,AUTO,1753
1416,Pinellas County,AUTO,1020
1416,Pinellas County,WALK,58
1417,Pinellas County,AUTO,98
1417,Pinellas County,OTHER,35
1418,Pinellas County,AUTO,9953
1419,Pinellas County,AUTO,19161
1419,Pinellas County,BIKE,366
1419,Pinellas County,WALK,183
1420,Pinellas County,AUTO,2701
1420,Pinellas County,WALK,181
1421,Pinellas County,AUTO,1123
1422,Pinellas County,AUTO,2100
1422,Pinellas County,WALK,392
1423,Pinellas County,AUTO,12194
1425,Pinellas County,AUTO,6434
1426,Pinellas County,AUTO,2568
1426,Pinellas County,WALK,4583
1427,Pinellas County,AUTO,8065
1427,Pinellas County,WALK,1111
1428,Pinellas County,AUTO,7138
1429,Pinellas County,AUTO,6082
1429,Pinellas County,OTHER,3288
1429,Pinellas County,TRANSIT,443
1430,Pinellas County,AUTO,7849
1431,Pinellas County,AUTO,10791
1431,Pinellas County,WALK,2008
1432,Pinellas County,AUTO,3641
1433,Pinellas County,AUTO,441
1434,Pinellas County,AUTO,6047
1434,Pinellas County,TNC,41
1436,Pinellas County,AUTO,2962
1437,Pinellas County,AUTO,13152
1437,Pinellas County,BIKE,30
1437,Pinellas County,OTHER,35
1438,Pinellas County,AUTO,602
1439,Pinellas County,AUTO,79
1440,Pinellas County,AUTO,5409
1441,Pinellas County,AUTO,1787
1442,Pinellas County,AUTO,4077
1442,Pinellas County,OTHER,241
1443,Pinellas County,AUTO,2456
1444,Pinellas County,AUTO,199
1445,Pinellas County,AUTO,12536
1446,Pinellas County,AUTO,343
1446,Pinellas County,BIKE,30
1446,Pinellas County,WALK,172
1448,Pinellas County,AUTO,2337
1448,Pinellas County,SCHOOL BUS,130
1449,Pinellas County,AUTO,2628
1450,Pinellas County,AUTO,995
1451,Pinellas County,AUTO,1024
1452,Pinellas County,AUTO,309
1453,Pinellas County,AUTO,3418
1453,Pinellas County,WALK,12812
1454,Pinellas County,AUTO,6818
