FROM,TO,TRIPS
Gateway Area,Pinellas North Central,2797
Gateway Area,Pinellas South,32679
Gateway Area,St Petersburg Clearwater Area,0
Gateway Area,Tarpon Springs Area,0
Gateway Area,Tyrone Square Area,0
Grand Central Area,Clearwater Dwntwn,0
Grand Central Area,Clearwater Mall,0
Grand Central Area,Countryside Mall,0
Grand Central Area,Dwntwn USF Albert Whitted Airport,2220
Grand Central Area,External,0
Grand Central Area,Gateway Area,0
Grand Central Area,Grand Central Area,6764
Grand Central Area,Hernando  Citrus,0
Grand Central Area,Hillsborough,0
Grand Central Area,Manatee Spur,0
Grand Central Area,Mid-Cnty Ind Area,0
Grand Central Area,Oldsmar Ind Area,0
Grand Central Area,Pasco,0
Grand Central Area,Pinellas Beaches,40
Grand Central Area,Pinellas Central,0
Grand Central Area,Pinellas North,0
Grand Central Area,Pinellas North Central,0
Grand Central Area,Pinellas South,8705
Grand Central Area,St Petersburg Clearwater Area,0
Grand Central Area,Tarpon Springs Area,0
Grand Central Area,Tyrone Square Area,0
Hernando  Citrus,Clearwater Dwntwn,0
Hernando  Citrus,Clearwater Mall,0
Hernando  Citrus,Countryside Mall,0
Hernando  Citrus,Dwntwn USF Albert Whitted Airport,0
Hernando  Citrus,External,0
Hernando  Citrus,Gateway Area,0
Hernando  Citrus,Grand Central Area,0
Hernando  Citrus,Hernando  Citrus,0
Hernando  Citrus,Hillsborough,0
Hernando  Citrus,Manatee Spur,0
Hernando  Citrus,Mid-Cnty Ind Area,40
Hernando  Citrus,Oldsmar Ind Area,0
Hernando  Citrus,Pasco,0
Hernando  Citrus,Pinellas Beaches,0
Hernando  Citrus,Pinellas Central,674
Hernando  Citrus,Pinellas North,66
Hernando  Citrus,Pinellas North Central,1194
Hernando  Citrus,Pinellas South,1276
Hernando  Citrus,St Petersburg Clearwater Area,0
Hernando  Citrus,Tarpon Springs Area,0
Hernando  Citrus,Tyrone Square Area,0
Hillsborough,Clearwater Dwntwn,728
Hillsborough,Clearwater Mall,580
Hillsborough,Countryside Mall,0
Hillsborough,Dwntwn USF Albert Whitted Airport,10977
Hillsborough,External,0
Hillsborough,Gateway Area,10749
Hillsborough,Grand Central Area,889
Hillsborough,Hernando  Citrus,0
Hillsborough,Hillsborough,0
Hillsborough,Manatee Spur,0
Hillsborough,Mid-Cnty Ind Area,7046
Hillsborough,Oldsmar Ind Area,27094
Hillsborough,Pasco,0
Hillsborough,Pinellas Beaches,11443
Hillsborough,Pinellas Central,31636
Hillsborough,Pinellas North,22485
Hillsborough,Pinellas North Central,63081
Hillsborough,Pinellas South,35926
Hillsborough,St Petersburg Clearwater Area,191
Hillsborough,Tarpon Springs Area,0
Hillsborough,Tyrone Square Area,156
Manatee Spur,Clearwater Dwntwn,0
Manatee Spur,Clearwater Mall,0
Manatee Spur,Countryside Mall,0
Manatee Spur,Dwntwn USF Albert Whitted Airport,0
Manatee Spur,External,0
Manatee Spur,Gateway Area,0
Manatee Spur,Grand Central Area,0
Manatee Spur,Hernando  Citrus,0
Manatee Spur,Hillsborough,0
Manatee Spur,Manatee Spur,0
Manatee Spur,Mid-Cnty Ind Area,0
Manatee Spur,Oldsmar Ind Area,0
Manatee Spur,Pasco,0
Manatee Spur,Pinellas Beaches,0
Manatee Spur,Pinellas Central,0
Manatee Spur,Pinellas North,0
Manatee Spur,Pinellas North Central,0
Manatee Spur,Pinellas South,0
Manatee Spur,St Petersburg Clearwater Area,0
Manatee Spur,Tarpon Springs Area,0
Manatee Spur,Tyrone Square Area,0
Mid-Cnty Ind Area,Clearwater Dwntwn,192
Mid-Cnty Ind Area,Clearwater Mall,537
Mid-Cnty Ind Area,Countryside Mall,0
Mid-Cnty Ind Area,Dwntwn USF Albert Whitted Airport,5788
Mid-Cnty Ind Area,External,0
Mid-Cnty Ind Area,Gateway Area,3543
Mid-Cnty Ind Area,Grand Central Area,0
Mid-Cnty Ind Area,Hernando  Citrus,40
Mid-Cnty Ind Area,Hillsborough,7671
Mid-Cnty Ind Area,Manatee Spur,0
Mid-Cnty Ind Area,Mid-Cnty Ind Area,10075
Mid-Cnty Ind Area,Oldsmar Ind Area,0
Mid-Cnty Ind Area,Pasco,2022
Mid-Cnty Ind Area,Pinellas Beaches,347
Mid-Cnty Ind Area,Pinellas Central,34551
Mid-Cnty Ind Area,Pinellas North,2479
Mid-Cnty Ind Area,Pinellas North Central,11377
Mid-Cnty Ind Area,Pinellas South,20965
Mid-Cnty Ind Area,St Petersburg Clearwater Area,6
Mid-Cnty Ind Area,Tarpon Springs Area,0
Mid-Cnty Ind Area,Tyrone Square Area,0
Oldsmar Ind Area,Clearwater Dwntwn,0
Oldsmar Ind Area,Clearwater Mall,0
Oldsmar Ind Area,Countryside Mall,0
Oldsmar Ind Area,Dwntwn USF Albert Whitted Airport,0
Oldsmar Ind Area,External,0
Oldsmar Ind Area,Gateway Area,0
Oldsmar Ind Area,Grand Central Area,0
Oldsmar Ind Area,Hernando  Citrus,98
Oldsmar Ind Area,Hillsborough,19667
Oldsmar Ind Area,Manatee Spur,0
Oldsmar Ind Area,Mid-Cnty Ind Area,0
Oldsmar Ind Area,Oldsmar Ind Area,3334
Oldsmar Ind Area,Pasco,8620
Oldsmar Ind Area,Pinellas Beaches,0
Oldsmar Ind Area,Pinellas Central,142
Oldsmar Ind Area,Pinellas North,4384
Oldsmar Ind Area,Pinellas North Central,10631
Oldsmar Ind Area,Pinellas South,0
Oldsmar Ind Area,St Petersburg Clearwater Area,0
Oldsmar Ind Area,Tarpon Springs Area,0
Oldsmar Ind Area,Tyrone Square Area,0
Pasco,Clearwater Dwntwn,569
Pasco,Clearwater Mall,141
Pasco,Countryside Mall,98
Pasco,Dwntwn USF Albert Whitted Airport,0
Pasco,External,0
Pasco,Gateway Area,150
Pasco,Grand Central Area,0
Pasco,Hernando  Citrus,0
Pasco,Hillsborough,0
Pasco,Manatee Spur,0
Pasco,Mid-Cnty Ind Area,2552
Pasco,Oldsmar Ind Area,6715
Pasco,Pasco,0
Pasco,Pinellas Beaches,4044
Pasco,Pinellas Central,1095
Pasco,Pinellas North,46884
Pasco,Pinellas North Central,42343
Pasco,Pinellas South,1332
Pasco,St Petersburg Clearwater Area,0
Pasco,Tarpon Springs Area,21
Pasco,Tyrone Square Area,0
Pinellas Beaches,Clearwater Dwntwn,780
Pinellas Beaches,Clearwater Mall,0
Pinellas Beaches,Countryside Mall,0
Pinellas Beaches,Dwntwn USF Albert Whitted Airport,2331
Pinellas Beaches,External,512
Pinellas Beaches,Gateway Area,0
Pinellas Beaches,Grand Central Area,40
Pinellas Beaches,Hernando  Citrus,0
Pinellas Beaches,Hillsborough,10270
Pinellas Beaches,Manatee Spur,547
Pinellas Beaches,Mid-Cnty Ind Area,1659
Pinellas Beaches,Oldsmar Ind Area,0
Pinellas Beaches,Pasco,2349
Pinellas Beaches,Pinellas Beaches,22513
Pinellas Beaches,Pinellas Central,13596
Pinellas Beaches,Pinellas North,43
Pinellas Beaches,Pinellas North Central,4348
Pinellas Beaches,Pinellas South,20839
Pinellas Beaches,St Petersburg Clearwater Area,0
Pinellas Beaches,Tarpon Springs Area,18
Pinellas Beaches,Tyrone Square Area,496
Pinellas Central,Clearwater Dwntwn,3723
Pinellas Central,Clearwater Mall,2605
Pinellas Central,Countryside Mall,0
Pinellas Central,Dwntwn USF Albert Whitted Airport,5912
Pinellas Central,External,3367
Pinellas Central,Gateway Area,12964
Pinellas Central,Grand Central Area,0
Pinellas Central,Hernando  Citrus,79
Pinellas Central,Hillsborough,30517
Pinellas Central,Manatee Spur,0
Pinellas Central,Mid-Cnty Ind Area,43358
Pinellas Central,Oldsmar Ind Area,142
Pinellas Central,Pasco,825
Pinellas Central,Pinellas Beaches,21646
Pinellas Central,Pinellas Central,496663
Pinellas Central,Pinellas North,6247
Pinellas Central,Pinellas North Central,74081
Pinellas Central,Pinellas South,53285
Pinellas Central,St Petersburg Clearwater Area,810
Pinellas Central,Tarpon Springs Area,0
Pinellas Central,Tyrone Square Area,2047
Pinellas North,Clearwater Dwntwn,772
Pinellas North,Clearwater Mall,150
Pinellas North,Countryside Mall,252
Pinellas North,Dwntwn USF Albert Whitted Airport,360
Pinellas North,External,4054
Pinellas North,Gateway Area,893
Pinellas North,Grand Central Area,0
Pinellas North,Hernando  Citrus,160
Pinellas North,Hillsborough,20683
Pinellas North,Manatee Spur,0
Pinellas North,Mid-Cnty Ind Area,3602
Pinellas North,Oldsmar Ind Area,9865
Pinellas North,Pasco,41508
Pinellas North,Pinellas Beaches,881
Pinellas North,Pinellas Central,9178
Pinellas North,Pinellas North,244458
Pinellas North,Pinellas North Central,79241
Pinellas North,Pinellas South,2849
Pinellas North,St Petersburg Clearwater Area,4662
Pinellas North,Tarpon Springs Area,727
Pinellas North,Tyrone Square Area,0
Pinellas North Central,Clearwater Dwntwn,24437
Pinellas North Central,Clearwater Mall,14288
Pinellas North Central,Countryside Mall,9217
Pinellas North Central,Dwntwn USF Albert Whitted Airport,17417
Pinellas North Central,External,2902
Pinellas North Central,Gateway Area,3173
Pinellas North Central,Grand Central Area,0
Pinellas North Central,Hernando  Citrus,820
Pinellas North Central,Hillsborough,70454
Pinellas North Central,Manatee Spur,0
Pinellas North Central,Mid-Cnty Ind Area,12795
Pinellas North Central,Oldsmar Ind Area,7905
Pinellas North Central,Pasco,23757
Pinellas North Central,Pinellas Beaches,4119
Pinellas North Central,Pinellas Central,82984
Pinellas North Central,Pinellas North,74214
Pinellas North Central,Pinellas North Central,764130
Pinellas North Central,Pinellas South,32052
Pinellas North Central,St Petersburg Clearwater Area,6
Pinellas North Central,Tarpon Springs Area,19017
Pinellas North Central,Tyrone Square Area,537
Pinellas South,Clearwater Dwntwn,1659
Pinellas South,Clearwater Mall,26
Pinellas South,Countryside Mall,331
Pinellas South,Dwntwn USF Albert Whitted Airport,52361
Pinellas South,External,12446
Pinellas South,Gateway Area,33551
Pinellas South,Grand Central Area,7289
Pinellas South,Hernando  Citrus,903
Pinellas South,Hillsborough,41325
Pinellas South,Manatee Spur,0
Pinellas South,Mid-Cnty Ind Area,22594
Pinellas South,Oldsmar Ind Area,0
Pinellas South,Pasco,1048
Pinellas South,Pinellas Beaches,16554
Pinellas South,Pinellas Central,65955
Pinellas South,Pinellas North,2750
Pinellas South,Pinellas North Central,31024
Pinellas South,Pinellas South,598379
Pinellas South,St Petersburg Clearwater Area,302
Pinellas South,Tarpon Springs Area,0
Pinellas South,Tyrone Square Area,33920
St Petersburg Clearwater Area,Clearwater Dwntwn,0
St Petersburg Clearwater Area,Clearwater Mall,0
St Petersburg Clearwater Area,Countryside Mall,0
St Petersburg Clearwater Area,Dwntwn USF Albert Whitted Airport,0
St Petersburg Clearwater Area,External,116
St Petersburg Clearwater Area,Gateway Area,0
St Petersburg Clearwater Area,Grand Central Area,0
St Petersburg Clearwater Area,Hernando  Citrus,0
St Petersburg Clearwater Area,Hillsborough,226
St Petersburg Clearwater Area,Manatee Spur,0
St Petersburg Clearwater Area,Mid-Cnty Ind Area,0
St Petersburg Clearwater Area,Oldsmar Ind Area,0
St Petersburg Clearwater Area,Pasco,0
St Petersburg Clearwater Area,Pinellas Beaches,0
St Petersburg Clearwater Area,Pinellas Central,0
St Petersburg Clearwater Area,Pinellas North,2331
St Petersburg Clearwater Area,Pinellas North Central,158
St Petersburg Clearwater Area,Pinellas South,32
St Petersburg Clearwater Area,St Petersburg Clearwater Area,40
St Petersburg Clearwater Area,Tarpon Springs Area,0
St Petersburg Clearwater Area,Tyrone Square Area,0
Tarpon Springs Area,Clearwater Dwntwn,0
Tarpon Springs Area,Clearwater Mall,0
Tarpon Springs Area,Countryside Mall,0
Tarpon Springs Area,Dwntwn USF Albert Whitted Airport,0
Tarpon Springs Area,External,0
Tarpon Springs Area,Gateway Area,0
Tarpon Springs Area,Grand Central Area,0
Tarpon Springs Area,Hernando  Citrus,6
Tarpon Springs Area,Hillsborough,18
Tarpon Springs Area,Manatee Spur,0
Tarpon Springs Area,Mid-Cnty Ind Area,0
Tarpon Springs Area,Oldsmar Ind Area,0
Tarpon Springs Area,Pasco,18452
Tarpon Springs Area,Pinellas Beaches,0
Tarpon Springs Area,Pinellas Central,0
Tarpon Springs Area,Pinellas North,1272
Tarpon Springs Area,Pinellas North Central,0
Tarpon Springs Area,Pinellas South,0
Tarpon Springs Area,St Petersburg Clearwater Area,0
Tarpon Springs Area,Tarpon Springs Area,13
Tarpon Springs Area,Tyrone Square Area,0
Tyrone Square Area,Clearwater Dwntwn,0
Tyrone Square Area,Clearwater Mall,0
Tyrone Square Area,Countryside Mall,0
Tyrone Square Area,Dwntwn USF Albert Whitted Airport,329
Tyrone Square Area,External,0
Tyrone Square Area,Gateway Area,0
Tyrone Square Area,Grand Central Area,0
Tyrone Square Area,Hernando  Citrus,0
Tyrone Square Area,Hillsborough,118
Tyrone Square Area,Manatee Spur,0
Tyrone Square Area,Mid-Cnty Ind Area,0
Tyrone Square Area,Oldsmar Ind Area,0
Tyrone Square Area,Pasco,0
Tyrone Square Area,Pinellas Beaches,44
Tyrone Square Area,Pinellas Central,1417
Tyrone Square Area,Pinellas North,2400
Tyrone Square Area,Pinellas North Central,6040
Tyrone Square Area,Pinellas South,25744
Tyrone Square Area,St Petersburg Clearwater Area,0
Tyrone Square Area,Tarpon Springs Area,0
Tyrone Square Area,Tyrone Square Area,6067
